Model_Name,GPU_Type,Dataset,Epoch,Val_Loss
resnet152,K80,TinyImageNet,64,2.5044232326891938
resnet152,K80,TinyImageNet,65,2.53519239577006
resnet152,K80,TinyImageNet,66,2.5203186415965027
resnet152,K80,TinyImageNet,67,2.533932145071081
resnet152,K80,TinyImageNet,68,2.5268603562414
resnet152,K80,TinyImageNet,69,2.5252144603595177
resnet152,K80,TinyImageNet,70,2.50627710726059
resnet152,K80,TinyImageNet,71,2.5142780954990886
resnet152,K80,TinyImageNet,72,2.53606942153591
resnet152,K80,TinyImageNet,73,2.539436560657044
resnet152,K80,TinyImageNet,74,2.508144179077842
resnet152,K80,TinyImageNet,75,2.5083511152838125
resnet152,K80,TinyImageNet,76,2.509380756894669
resnet152,K80,TinyImageNet,77,2.549374650578097
resnet152,K80,TinyImageNet,78,2.5130685175532257
resnet152,K80,TinyImageNet,79,2.501280792941644
resnet152,K80,TinyImageNet,80,2.5078977849711395
resnet152,K80,TinyImageNet,81,2.52207632029427
resnet152,K80,TinyImageNet,82,2.5425436558032533
resnet152,K80,TinyImageNet,83,2.506794202819844
resnet152,K80,TinyImageNet,84,2.512179767813603
resnet152,K80,TinyImageNet,85,2.5273393040108707
resnet152,K80,TinyImageNet,86,2.5365136381707454
resnet152,K80,TinyImageNet,87,2.500703431648559
resnet152,K80,TinyImageNet,88,2.514996391294206
resnet152,K80,TinyImageNet,89,2.505438022009656
resnet152,K80,TinyImageNet,90,2.5529325493193604
resnet152,K80,TinyImageNet,91,2.492588521714336
resnet152,K80,TinyImageNet,92,2.537873111442328
resnet152,K80,TinyImageNet,93,2.528102958678579
resnet152,K80,TinyImageNet,94,2.4977968968600552
resnet152,K80,TinyImageNet,95,2.511691086551961
resnet152,K80,TinyImageNet,96,2.5102297542012733
resnet152,K80,TinyImageNet,97,2.5053879086411417
resnet152,K80,TinyImageNet,98,2.5120695089788243
resnet152,K80,TinyImageNet,99,2.4846048744803944
resnet152,K80,cifar100,0,4.49288128128389
resnet152,K80,cifar100,1,4.244229334956083
resnet152,K80,cifar100,2,3.985609924649296
resnet152,K80,cifar100,3,3.8115286743883976
resnet152,K80,cifar100,4,3.6552708783403833
resnet152,K80,cifar100,5,3.5372078683171795
resnet152,K80,cifar100,6,3.4362414336966203
resnet152,K80,cifar100,7,3.325496596883945
resnet152,K80,cifar100,8,3.2489617165955056
resnet152,K80,cifar100,9,3.2240114370814137
resnet152,K80,cifar100,10,3.182714834351847
resnet152,K80,cifar100,11,3.1875041896333984
resnet152,K80,cifar100,12,3.160711695463409
resnet152,K80,cifar100,13,3.165140431712592
resnet152,K80,cifar100,14,3.150687439198776
resnet152,K80,cifar100,15,3.185411105658161
resnet152,K80,cifar100,16,3.187302574994868
resnet152,K80,cifar100,17,3.146980175097509
resnet152,K80,cifar100,18,3.1614901251538967
resnet152,K80,cifar100,19,3.134247390570032
resnet152,K80,cifar100,20,3.155507925378513
resnet152,K80,cifar100,21,3.091552736020577
resnet152,K80,cifar100,22,3.029652305373149
resnet152,K80,cifar100,23,3.009662134364504
resnet152,K80,cifar100,24,2.902850547721071
resnet152,K80,cifar100,25,2.8406776061204084
resnet152,K80,cifar100,26,2.7952723122677963
resnet152,K80,cifar100,27,2.702668185293695
resnet152,K80,cifar100,28,2.6054875964242754
resnet152,K80,cifar100,29,2.544820727943034
resnet152,K80,cifar100,30,2.4880414700820013
resnet152,K80,cifar100,31,2.425531369540645
resnet152,K80,cifar100,32,2.39987424905448
resnet152,K80,cifar100,33,2.329029124116836
resnet152,K80,cifar100,34,2.271816352237533
resnet152,K80,cifar100,35,2.21211192536018
resnet152,K80,cifar100,36,2.1719745975118503
resnet152,K80,cifar100,37,2.1065327594470715
resnet152,K80,cifar100,38,2.092382327260254
resnet152,K80,cifar100,39,2.042291731316236
resnet152,K80,cifar100,40,1.992675149836152
resnet152,K80,cifar100,41,1.975516841219224
resnet152,K80,cifar100,42,1.942513862218671
resnet152,K80,cifar100,43,1.909039799818695
resnet152,K80,cifar100,44,1.864920851032923
resnet152,K80,cifar100,45,1.8505480158987544
resnet152,K80,cifar100,46,1.7983513181089974
resnet152,K80,cifar100,47,1.7974889483026106
resnet152,K80,cifar100,48,1.806638868059244
resnet152,K80,cifar100,49,1.7453213865628745
resnet152,K80,cifar100,50,1.7536778809643407
resnet152,K80,cifar100,51,1.7327247281722966
resnet152,K80,cifar100,52,1.704248146911227
resnet152,K80,cifar100,53,1.6330752404444075
resnet152,K80,cifar100,54,1.646339718676884
resnet152,K80,cifar100,55,1.658896960072059
resnet152,K80,cifar100,56,1.638230959857847
resnet152,K80,cifar100,57,1.5992299573280322
resnet152,K80,cifar100,58,1.5761364906673805
resnet152,K80,cifar100,59,1.5507338871813912
resnet152,K80,cifar100,60,1.49031140209981
resnet152,K80,cifar100,61,1.502027900983494
resnet152,K80,cifar100,62,1.456441782591772
resnet152,K80,cifar100,63,1.4148272966009303
resnet152,K80,cifar100,64,1.392693628950186
resnet152,K80,cifar100,65,1.365655176393479
resnet152,K80,cifar100,66,1.3371158981416964
resnet152,K80,cifar100,67,1.3320470824305717
resnet152,K80,cifar100,68,1.275889356770913
resnet152,K80,cifar100,69,1.2464745827603751
resnet152,K80,cifar100,70,1.247165445213381
resnet152,K80,cifar100,71,1.2281048828924324
resnet152,K80,cifar100,72,1.195950997195905
resnet152,K80,cifar100,73,1.1947434498332643
resnet152,K80,cifar100,74,1.1470254662273256
resnet152,K80,cifar100,75,1.1523588155057716
resnet152,K80,cifar100,76,1.15736641737225
resnet152,K80,cifar100,77,1.1432303066471607
resnet152,K80,cifar100,78,1.1340131981723576
resnet152,K80,cifar100,79,1.1254721287200955
resnet152,K80,cifar100,80,1.1194810099904555
resnet152,K80,cifar100,81,1.1014048582893623
resnet152,K80,cifar100,82,1.0897901713053926
resnet152,K80,cifar100,83,1.096921343828686
resnet152,K80,cifar100,84,1.0422685672204193
resnet152,K80,cifar100,85,1.0594723806596196
resnet152,K80,cifar100,86,1.0536943803175527
resnet152,K80,cifar100,87,0.9803921532373768
resnet152,K80,cifar100,88,1.0260043956706617
resnet152,K80,cifar100,89,1.019046731749332
resnet152,K80,cifar100,90,1.0054318406847982
resnet152,K80,cifar100,91,0.9977976120490912
resnet152,K80,cifar100,92,0.9661164917036296
resnet152,K80,cifar100,93,0.9577324828236444
resnet152,K80,cifar100,94,0.9414536225328016
resnet152,K80,cifar100,95,0.9576932094011348
resnet152,K80,cifar100,96,0.9732054654998812
resnet152,K80,cifar100,97,0.9688464498830638
resnet152,K80,cifar100,98,0.9747877041000884
resnet152,K80,cifar100,99,0.9655361069181392
resnet152,K80,cifar10,0,2.212437945456629
resnet152,K80,cifar10,1,2.0223310337941025
resnet152,K80,cifar10,2,1.8667203979626688
resnet152,K80,cifar10,3,1.712743639718465
resnet152,K80,cifar10,4,1.5607703285080985
resnet152,K80,cifar10,5,1.450943936551909
resnet152,K80,cifar10,6,1.3601462574957996
resnet152,K80,cifar10,7,1.2681972851234846
resnet152,K80,cifar10,8,1.1866549776981088
resnet152,K80,cifar10,9,1.123996022721728
resnet152,K80,cifar10,10,1.0622019572738004
resnet152,K80,cifar10,11,1.0307819508869596
resnet152,K80,cifar10,12,0.9958195965594524
resnet152,K80,cifar10,13,0.952106026853892
resnet152,K80,cifar10,14,0.9193516510844087
resnet152,K80,cifar10,15,0.900715286550404
resnet152,K80,cifar10,16,0.8942405013397454
resnet152,K80,cifar10,17,0.8745444304152983
resnet152,K80,cifar10,18,0.8562629231660132
resnet152,K80,cifar10,19,0.8806069358253036
resnet152,K80,cifar10,20,0.8297440881864336
resnet152,K80,cifar10,21,0.8234598852907284
resnet152,K80,cifar10,22,0.8084040745859363
resnet152,K80,cifar10,23,0.8154113207473559
resnet152,K80,cifar10,24,0.7913586697702937
resnet152,K80,cifar10,25,0.7734126314361364
resnet152,K80,cifar10,26,0.7963153631077228
resnet152,K80,cifar10,27,0.7612859244787983
resnet152,K80,cifar10,28,0.7464260813361945
resnet152,K80,cifar10,29,0.7615906683322471
resnet152,K80,cifar10,30,0.7614160538119777
resnet152,K80,cifar10,31,0.7238455686158367
resnet152,K80,cifar10,32,0.7089435657264178
resnet152,K80,cifar10,33,0.7070517090532799
resnet152,K80,cifar10,34,0.7015046453268071
resnet152,K80,cifar10,35,0.6727211444236622
resnet152,K80,cifar10,36,0.6829348911218375
resnet152,K80,cifar10,37,0.6752743717118934
resnet152,K80,cifar10,38,0.6489131019755189
resnet152,K80,cifar10,39,0.6633518903923518
resnet152,K80,cifar10,40,0.6284737138919866
resnet152,K80,cifar10,41,0.639124471743268
resnet152,K80,cifar10,42,0.6638055734352015
resnet152,K80,cifar10,43,0.6165088087889128
resnet152,K80,cifar10,44,0.6356499361638768
resnet152,K80,cifar10,45,0.6338388168080507
resnet152,K80,cifar10,46,0.6310765858125221
resnet152,K80,cifar10,47,0.6293712589321794
resnet152,K80,cifar10,48,0.6154177466993123
resnet152,K80,cifar10,49,0.6031768524633137
resnet152,K80,cifar10,50,0.5927954111441689
resnet152,K80,cifar10,51,0.6008820171182268
resnet152,K80,cifar10,52,0.5947426656258284
resnet152,K80,cifar10,53,0.6093069309299841
resnet152,K80,cifar10,54,0.5745208078494153
resnet152,K80,cifar10,55,0.5588251939512746
resnet152,K80,cifar10,56,0.5770183945181838
resnet152,K80,cifar10,57,0.5530392402548989
resnet152,K80,cifar10,58,0.5564170583436
resnet152,K80,cifar10,59,0.5416830130070301
resnet152,K80,cifar10,60,0.5496493454843857
resnet152,K80,cifar10,61,0.5713492061322895
resnet152,K80,cifar10,62,0.5408267049758536
resnet152,K80,cifar10,63,0.5496570374373118
resnet152,K80,cifar10,64,0.5411772253010304
resnet152,K80,cifar10,65,0.5314711485107517
resnet152,K80,cifar10,66,0.5310777631963781
resnet152,K80,cifar10,67,0.543433489908361
resnet152,K80,cifar10,68,0.530424030203269
resnet152,K80,cifar10,69,0.540952211910789
resnet152,K80,cifar10,70,0.5405508535255827
resnet152,K80,cifar10,71,0.5269700775179108
resnet152,K80,cifar10,72,0.5292887495655733
resnet152,K80,cifar10,73,0.532481941433592
resnet152,K80,cifar10,74,0.5429478436752839
resnet152,K80,cifar10,75,0.5447120084855899
resnet152,K80,cifar10,76,0.5373916814107801
resnet152,K80,cifar10,77,0.512529335194028
resnet152,K80,cifar10,78,0.5005257267764235
resnet152,K80,cifar10,79,0.5349310554693602
resnet152,K80,cifar10,80,0.511524189842302
resnet152,K80,cifar10,81,0.5387118225658182
resnet152,K80,cifar10,82,0.5275116976944796
resnet152,K80,cifar10,83,0.523815160834566
resnet152,K80,cifar10,84,0.5022685923858707
resnet152,K80,cifar10,85,0.5144487124453295
resnet152,K80,cifar10,86,0.4691187928883296
resnet152,K80,cifar10,87,0.5120711916824972
resnet152,K80,cifar10,88,0.5014526488845606
resnet152,K80,cifar10,89,0.4902136025314377
resnet152,K80,cifar10,90,0.4894538661112809
resnet152,K80,cifar10,91,0.5154269031251542
resnet152,K80,cifar10,92,0.5056682484240786
resnet152,K80,cifar10,93,0.4957523009745054
resnet152,K80,cifar10,94,0.5001289656262793
resnet152,K80,cifar10,95,0.520746215320102
resnet152,K80,cifar10,96,0.5131466176595221
resnet152,K80,cifar10,97,0.5111920501320675
resnet152,K80,cifar10,98,0.5025281791049114
resnet152,K80,cifar10,99,0.5008529665686177
swin,K80,cifar10,0,1.764072978
swin,K80,cifar10,1,1.6549632892189234
swin,K80,cifar10,2,1.5550831126491131
swin,K80,cifar10,3,1.46399351240276
swin,K80,cifar10,4,1.3812555525920565
swin,K80,cifar10,5,1.306430297329194
swin,K80,cifar10,6,1.2390788107263655
swin,K80,cifar10,7,1.178762156895762
swin,K80,cifar10,8,1.1250413999495763
swin,K80,cifar10,9,1.0774776040000005
swin,K80,cifar10,10,1.0356318331592251
swin,K80,cifar10,11,0.999065151539444
swin,K80,cifar10,12,0.967338623252848
swin,K80,cifar10,13,0.9400133124116296
swin,K80,cifar10,14,0.9166502831279808
swin,K80,cifar10,15,0.8968105995140936
swin,K80,cifar10,16,0.88005532568216
swin,K80,cifar10,17,0.8659455257443717
swin,K80,cifar10,18,0.854042263812921
swin,K80,cifar10,19,0.8439066040000001
swin,K80,cifar10,20,0.8351410707207281
swin,K80,cifar10,21,0.8275140296019371
swin,K80,cifar10,22,0.8208353065733858
swin,K80,cifar10,23,0.8149147275648332
swin,K80,cifar10,24,0.8095621185060382
swin,K80,cifar10,25,0.8045873053267607
swin,K80,cifar10,26,0.7998001139567589
swin,K80,cifar10,27,0.7950103703257919
swin,K80,cifar10,28,0.7900279003636194
swin,K80,cifar10,29,0.78466253
swin,K80,cifar10,30,0.7787760612618618
swin,K80,cifar10,31,0.7724382005648077
swin,K80,cifar10,32,0.7657706304216093
swin,K80,cifar10,33,0.7588950333450383
swin,K80,cifar10,34,0.751933091847866
swin,K80,cifar10,35,0.7450064884428647
swin,K80,cifar10,36,0.7382369056428059
swin,K80,cifar10,37,0.7317460259604608
swin,K80,cifar10,38,0.7256555319086018
swin,K80,cifar10,39,0.720087106
swin,K80,cifar10,40,0.7151308779078247
swin,K80,cifar10,41,0.7107507659468326
swin,K80,cifar10,42,0.7068791355921783
swin,K80,cifar10,43,0.7034483523190153
swin,K80,cifar10,44,0.7003907816024983
swin,K80,cifar10,45,0.6976387889177817
swin,K80,cifar10,46,0.6951247397400194
swin,K80,cifar10,47,0.6927809995443655
swin,K80,cifar10,48,0.6905399338059742
swin,K80,cifar10,49,0.6883339079999999
swin,K80,cifar10,50,0.6861067991598399
swin,K80,cifar10,51,0.6838485305518623
swin,K80,cifar10,52,0.6815605370006792
swin,K80,cifar10,53,0.6792442533309015
swin,K80,cifar10,54,0.6769011143671411
swin,K80,cifar10,55,0.6745325549340093
swin,K80,cifar10,56,0.672140009856118
swin,K80,cifar10,57,0.669724913958078
swin,K80,cifar10,58,0.6672887020645017
swin,K80,cifar10,59,0.664832809
swin,K80,cifar10,60,0.6623629576818161
swin,K80,cifar10,61,0.659902023397718
swin,K80,cifar10,62,0.6574771695281061
swin,K80,cifar10,63,0.6551155594533793
swin,K80,cifar10,64,0.6528443565539379
swin,K80,cifar10,65,0.6506907242101815
swin,K80,cifar10,66,0.6486818258025099
swin,K80,cifar10,67,0.6468448247113224
swin,K80,cifar10,68,0.6452068843170193
swin,K80,cifar10,69,0.643795168
swin,K80,cifar10,70,0.6426255604658963
swin,K80,cifar10,71,0.6416688317212655
swin,K80,cifar10,72,0.6408844730978975
swin,K80,cifar10,73,0.640231975927582
swin,K80,cifar10,74,0.639670831542108
swin,K80,cifar10,75,0.6391605312732654
swin,K80,cifar10,76,0.638660566452844
swin,K80,cifar10,77,0.6381304284126327
swin,K80,cifar10,78,0.6375296084844216
swin,K80,cifar10,79,0.636817598
swin,K80,cifar10,80,0.6359639759395996
swin,K80,cifar10,81,0.6349786718772206
swin,K80,cifar10,82,0.6338817030353044
swin,K80,cifar10,83,0.632693086636294
swin,K80,cifar10,84,0.6314328399026308
swin,K80,cifar10,85,0.6301209800567572
swin,K80,cifar10,86,0.6287775243211152
swin,K80,cifar10,87,0.6274224899181471
swin,K80,cifar10,88,0.6260758940702945
swin,K80,cifar10,89,0.6247577540000001
swin,K80,cifar10,90,0.6234880869297056
swin,K80,cifar10,91,0.6222869100818533
swin,K80,cifar10,92,0.6211742406788849
swin,K80,cifar10,93,0.620170095943243
swin,K80,cifar10,94,0.6192944930973694
swin,K80,cifar10,95,0.6185674493637062
swin,K80,cifar10,96,0.6180089819646957
swin,K80,cifar10,97,0.6176391081227796
swin,K80,cifar10,98,0.6174778450604004
swin,K80,cifar10,99,0.61754521
swin,K80,cifar100,0,3.948336177825928
swin,K80,cifar100,1,3.410252966308594
swin,K80,cifar100,2,3.0727554973602293
swin,K80,cifar100,3,2.8378498779296875
swin,K80,cifar100,4,2.6314884624481203
swin,K80,cifar100,5,2.6107408252716064
swin,K80,cifar100,6,2.459096196746826
swin,K80,cifar100,7,2.386733657073975
swin,K80,cifar100,8,2.3079537704467774
swin,K80,cifar100,9,2.2735554290771485
swin,K80,cifar100,10,2.177742531585693
swin,K80,cifar100,11,2.100950008392334
swin,K80,cifar100,12,2.044337819290161
swin,K80,cifar100,13,1.9932740936279296
swin,K80,cifar100,14,1.9550508533477784
swin,K80,cifar100,15,1.9319743936538696
swin,K80,cifar100,16,1.9167974487304689
swin,K80,cifar100,17,1.91634529838562
swin,K80,cifar100,18,1.8668517532348632
swin,K80,cifar100,19,1.8537291843414307
swin,K80,cifar100,20,1.840616906356812
swin,K80,cifar100,21,1.8376358367919925
swin,K80,cifar100,22,1.7898870376586915
swin,K80,cifar100,23,1.7748351669311524
swin,K80,cifar100,24,1.7786728324890138
swin,K80,cifar100,25,1.7583574792861938
swin,K80,cifar100,26,1.772363545036316
swin,K80,cifar100,27,1.7612177154541016
swin,K80,cifar100,28,1.7267822132110595
swin,K80,cifar100,29,1.7458546220779418
swin,K80,cifar100,30,1.7753887271881104
swin,K80,cifar100,31,1.7361067670822143
swin,K80,cifar100,32,1.71431159324646
swin,K80,cifar100,33,1.6883419303894045
swin,K80,cifar100,34,1.6984038261413574
swin,K80,cifar100,35,1.6880261814117432
swin,K80,cifar100,36,1.7155995162963866
swin,K80,cifar100,37,1.7003045360565183
swin,K80,cifar100,38,1.7076535133361816
swin,K80,cifar100,39,1.6963290836334228
swin,K80,cifar100,40,1.6746821212768557
swin,K80,cifar100,41,1.6640100713729855
swin,K80,cifar100,42,1.6915354141235353
swin,K80,cifar100,43,1.6557614711761477
swin,K80,cifar100,44,1.681081196975708
swin,K80,cifar100,45,1.6650909330368042
swin,K80,cifar100,46,1.6385788764953613
swin,K80,cifar100,47,1.6528010372161863
swin,K80,cifar100,48,1.651796994972229
swin,K80,cifar100,49,1.6487371601104737
swin,K80,cifar100,50,1.6516372621536255
swin,K80,cifar100,51,1.650063415145874
swin,K80,cifar100,52,1.6283436405181886
swin,K80,cifar100,53,1.627637594604492
swin,K80,cifar100,54,1.6134358386993408
swin,K80,cifar100,55,1.639107820892334
swin,K80,cifar100,56,1.6259828521728517
swin,K80,cifar100,57,1.609882158279419
swin,K80,cifar100,58,1.6291071720123291
swin,K80,cifar100,59,1.6017723529815673
swin,K80,cifar100,60,1.604981478881836
swin,K80,cifar100,61,1.613299169921875
swin,K80,cifar100,62,1.602336939430237
swin,K80,cifar100,63,1.5958198305130005
swin,K80,cifar100,64,1.5840644496917724
swin,K80,cifar100,65,1.599739054107666
swin,K80,cifar100,66,1.5800593765258788
swin,K80,cifar100,67,1.5888648782730102
swin,K80,cifar100,68,1.573850831604004
swin,K80,cifar100,69,1.576986876296997
swin,K80,cifar100,70,1.5614481859207154
swin,K80,cifar100,71,1.5764973350524902
swin,K80,cifar100,72,1.5923837432861327
swin,K80,cifar100,73,1.5680501848220825
swin,K80,cifar100,74,1.5604333227157592
swin,K80,cifar100,75,1.5736957359313966
swin,K80,cifar100,76,1.5599548988342284
swin,K80,cifar100,77,1.5645790691375732
swin,K80,cifar100,78,1.5617519998550415
swin,K80,cifar100,79,1.5425429468154908
swin,K80,cifar100,80,1.5395003839492798
swin,K80,cifar100,81,1.5415436994552612
swin,K80,cifar100,82,1.5563407196044925
swin,K80,cifar100,83,1.5351386266708371
swin,K80,cifar100,84,1.530508130645752
swin,K80,cifar100,85,1.5316856603622435
swin,K80,cifar100,86,1.534337745475769
swin,K80,cifar100,87,1.5312682619094848
swin,K80,cifar100,88,1.530063701248169
swin,K80,cifar100,89,1.5354983737945556
swin,K80,cifar100,90,1.5274157939910888
swin,K80,cifar100,91,1.5231979137420657
swin,K80,cifar100,92,1.524404105758667
swin,K80,cifar100,93,1.5249760313034058
swin,K80,cifar100,94,1.5277613655090332
swin,K80,cifar100,95,1.525434558105469
swin,K80,cifar100,96,1.525137492752075
swin,K80,cifar100,97,1.5238199787139892
swin,K80,cifar100,98,1.5241873893737794
swin,K80,cifar100,99,1.523463920211792
swin,K80,TinyImageNet,0,4.58889620004812
swin,K80,TinyImageNet,1,4.43254215621239
swin,K80,TinyImageNet,2,4.285911137524945
swin,K80,TinyImageNet,3,4.148658054334907
swin,K80,TinyImageNet,4,4.0204378169914
swin,K80,TinyImageNet,5,3.900905335843544
swin,K80,TinyImageNet,6,3.789715521240464
swin,K80,TinyImageNet,7,3.686523283531282
swin,K80,TinyImageNet,8,3.590983533065122
swin,K80,TinyImageNet,9,3.502751180191105
swin,K80,TinyImageNet,10,3.4214811352583547
swin,K80,TinyImageNet,11,3.3468283086159945
swin,K80,TinyImageNet,12,3.2784476106131457
swin,K80,TinyImageNet,13,3.215993951598932
swin,K80,TinyImageNet,14,3.1591222419224767
swin,K80,TinyImageNet,15,3.107487391932903
swin,K80,TinyImageNet,16,3.0607443119793323
swin,K80,TinyImageNet,17,3.018547912410888
swin,K80,TinyImageNet,18,2.980553103576693
swin,K80,TinyImageNet,19,2.94641479582587
swin,K80,TinyImageNet,20,2.915798557924061
swin,K80,TinyImageNet,21,2.888412592302982
swin,K80,TinyImageNet,22,2.86397575981087
swin,K80,TinyImageNet,23,2.8422069212959595
swin,K80,TinyImageNet,24,2.822824937606486
swin,K80,TinyImageNet,25,2.805548669590687
swin,K80,TinyImageNet,26,2.790096978096797
swin,K80,TinyImageNet,27,2.77618872397305
swin,K80,TinyImageNet,28,2.763542768067684
swin,K80,TinyImageNet,29,2.751877971228934
swin,K80,TinyImageNet,30,2.7409446067344185
swin,K80,TinyImageNet,31,2.730618597579283
swin,K80,TinyImageNet,32,2.7208072791880578
swin,K80,TinyImageNet,33,2.71141798698527
swin,K80,TinyImageNet,34,2.702358056395448
swin,K80,TinyImageNet,35,2.693534822843123
swin,K80,TinyImageNet,36,2.684855621752821
swin,K80,TinyImageNet,37,2.6762277885490726
swin,K80,TinyImageNet,38,2.6675586586564064
swin,K80,TinyImageNet,39,2.658755567499351
swin,K80,TinyImageNet,40,2.6497693054428626
swin,K80,TinyImageNet,41,2.6407244826136065
swin,K80,TinyImageNet,42,2.631789164078678
swin,K80,TinyImageNet,43,2.623131414905169
swin,K80,TinyImageNet,44,2.6149193001601736
swin,K80,TinyImageNet,45,2.6073208849107865
swin,K80,TinyImageNet,46,2.600504234224099
swin,K80,TinyImageNet,47,2.594637413167206
swin,K80,TinyImageNet,48,2.5898884868072014
swin,K80,TinyImageNet,49,2.5864255202111783
swin,K80,TinyImageNet,50,2.584334329587433
swin,K80,TinyImageNet,51,2.583371735709076
swin,K80,TinyImageNet,52,2.583212310490419
swin,K80,TinyImageNet,53,2.583530625845773
swin,K80,TinyImageNet,54,2.5840012536894528
swin,K80,TinyImageNet,55,2.584298765935769
swin,K80,TinyImageNet,56,2.584097734499035
swin,K80,TinyImageNet,57,2.583072731293561
swin,K80,TinyImageNet,58,2.580898328233663
swin,K80,TinyImageNet,59,2.5772490972336497
swin,K80,TinyImageNet,60,2.571907183637842
swin,K80,TinyImageNet,61,2.565085026510587
swin,K80,TinyImageNet,62,2.5571026383462363
swin,K80,TinyImageNet,63,2.548280031639143
swin,K80,TinyImageNet,64,2.5389372188836603
swin,K80,TinyImageNet,65,2.5293942125741413
swin,K80,TinyImageNet,66,2.5199710252049394
swin,K80,TinyImageNet,67,2.5109876692704054
swin,K80,TinyImageNet,68,2.502764157264895
swin,K80,TinyImageNet,69,2.4956205016827604
swin,K80,TinyImageNet,70,2.489797770803095
swin,K80,TinyImageNet,71,2.4852212560439555
swin,K80,TinyImageNet,72,2.481737304608139
swin,K80,TinyImageNet,73,2.4791922636984425
swin,K80,TinyImageNet,74,2.477432480517664
swin,K80,TinyImageNet,75,2.4763043022686
swin,K80,TinyImageNet,76,2.4756540761540484
swin,K80,TinyImageNet,77,2.4753281493768053
swin,K80,TinyImageNet,78,2.47517286913967
swin,K80,TinyImageNet,79,2.4750345826454385
swin,K80,TinyImageNet,80,2.474788301046817
swin,K80,TinyImageNet,81,2.474423691296149
swin,K80,TinyImageNet,82,2.4739590842956813
swin,K80,TinyImageNet,83,2.473412810947667
swin,K80,TinyImageNet,84,2.4728032021543567
swin,K80,TinyImageNet,85,2.4721485888179995
swin,K80,TinyImageNet,86,2.471467301840848
swin,K80,TinyImageNet,87,2.47077767212515
swin,K80,TinyImageNet,88,2.4700980305731592
swin,K80,TinyImageNet,89,2.469446708087123
swin,K80,TinyImageNet,90,2.468842035569295
swin,K80,TinyImageNet,91,2.4683023439219243
swin,K80,TinyImageNet,92,2.46784596404726
swin,K80,TinyImageNet,93,2.467491226847556
swin,K80,TinyImageNet,94,2.467256463225059
swin,K80,TinyImageNet,95,2.467160004082022
swin,K80,TinyImageNet,96,2.4672201803206955
swin,K80,TinyImageNet,97,2.4674553228433287
swin,K80,TinyImageNet,98,2.467883762552174
swin,K80,TinyImageNet,99,2.46852383034948
swin,K80,cifar10,0,1.764072978
swin,K80,cifar10,1,1.6549632892189234
swin,K80,cifar10,2,1.5550831126491131
swin,K80,cifar10,3,1.46399351240276
swin,K80,cifar10,4,1.3812555525920565
swin,K80,cifar10,5,1.306430297329194
swin,K80,cifar10,6,1.2390788107263655
swin,K80,cifar10,7,1.178762156895762
swin,K80,cifar10,8,1.1250413999495763
swin,K80,cifar10,9,1.0774776040000005
swin,K80,cifar10,10,1.0356318331592251
swin,K80,cifar10,11,0.999065151539444
swin,K80,cifar10,12,0.967338623252848
swin,K80,cifar10,13,0.9400133124116296
swin,K80,cifar10,14,0.9166502831279808
swin,K80,cifar10,15,0.8968105995140936
swin,K80,cifar10,16,0.88005532568216
swin,K80,cifar10,17,0.8659455257443717
swin,K80,cifar10,18,0.854042263812921
swin,K80,cifar10,19,0.8439066040000001
swin,K80,cifar10,20,0.8351410707207281
swin,K80,cifar10,21,0.8275140296019371
swin,K80,cifar10,22,0.8208353065733858
swin,K80,cifar10,23,0.8149147275648332
swin,K80,cifar10,24,0.8095621185060382
swin,K80,cifar10,25,0.8045873053267607
swin,K80,cifar10,26,0.7998001139567589
swin,K80,cifar10,27,0.7950103703257919
swin,K80,cifar10,28,0.7900279003636194
swin,K80,cifar10,29,0.78466253
swin,K80,cifar10,30,0.7787760612618618
swin,K80,cifar10,31,0.7724382005648077
swin,K80,cifar10,32,0.7657706304216093
swin,K80,cifar10,33,0.7588950333450383
swin,K80,cifar10,34,0.751933091847866
swin,K80,cifar10,35,0.7450064884428647
swin,K80,cifar10,36,0.7382369056428059
swin,K80,cifar10,37,0.7317460259604608
swin,K80,cifar10,38,0.7256555319086018
swin,K80,cifar10,39,0.720087106
swin,K80,cifar10,40,0.7151308779078247
swin,K80,cifar10,41,0.7107507659468326
swin,K80,cifar10,42,0.7068791355921783
swin,K80,cifar10,43,0.7034483523190153
swin,K80,cifar10,44,0.7003907816024983
swin,K80,cifar10,45,0.6976387889177817
swin,K80,cifar10,46,0.6951247397400194
swin,K80,cifar10,47,0.6927809995443655
swin,K80,cifar10,48,0.6905399338059742
swin,K80,cifar10,49,0.6883339079999999
swin,K80,cifar10,50,0.6861067991598399
swin,K80,cifar10,51,0.6838485305518623
swin,K80,cifar10,52,0.6815605370006792
swin,K80,cifar10,53,0.6792442533309015
swin,K80,cifar10,54,0.6769011143671411
swin,K80,cifar10,55,0.6745325549340093
swin,K80,cifar10,56,0.672140009856118
swin,K80,cifar10,57,0.669724913958078
swin,K80,cifar10,58,0.6672887020645017
swin,K80,cifar10,59,0.664832809
swin,K80,cifar10,60,0.6623629576818161
swin,K80,cifar10,61,0.659902023397718
swin,K80,cifar10,62,0.6574771695281061
swin,K80,cifar10,63,0.6551155594533793
swin,K80,cifar10,64,0.6528443565539379
swin,K80,cifar10,65,0.6506907242101815
swin,K80,cifar10,66,0.6486818258025099
swin,K80,cifar10,67,0.6468448247113224
swin,K80,cifar10,68,0.6452068843170193
